frame,timestamp,person_id,vehicle_id,centroid_x,centroid_y,in_roi,dwell_time,history_len
1305,43.51,31,33,235.1,157.3,True,2.17,65
1306,43.54,22,33,254.6,153.8,True,2.97,89
1306,43.54,28,33,256.2,147.2,True,2.97,88
1306,43.54,31,33,235.4,157.5,True,2.2,66
1307,43.58,22,33,254.7,154.4,True,3.0,90
1307,43.58,28,33,256.6,147.1,True,3.0,89
1307,43.58,31,33,235.6,157.6,True,2.24,67
1308,43.61,22,33,254.8,154.6,True,3.04,91
1308,43.61,28,33,256.9,147.0,True,3.04,90
1308,43.61,31,33,235.7,157.6,True,2.27,68
1309,43.64,22,33,254.9,154.6,True,3.07,92
1309,43.64,28,33,257.2,146.7,True,3.07,91
1309,43.64,31,33,235.8,157.5,True,2.3,69
1310,43.68,22,33,255.0,154.6,True,3.1,93
1310,43.68,28,33,257.6,146.7,True,3.1,92
1310,43.68,31,33,236.0,157.7,True,2.34,70
1311,43.71,22,33,255.1,154.7,True,3.14,94
1311,43.71,28,33,257.9,146.5,True,3.14,93
1311,43.71,31,33,236.1,157.8,True,2.37,71
1312,43.74,22,33,255.2,154.7,True,3.17,95
1312,43.74,28,33,258.1,146.2,True,3.17,94
1312,43.74,31,33,236.2,157.8,True,2.4,72
1313,43.78,22,33,255.2,154.7,True,3.2,96
1313,43.78,28,33,258.2,146.0,True,3.2,95
1313,43.78,31,33,236.1,157.9,True,2.44,73
1314,43.81,22,33,255.3,154.8,True,3.24,97
1314,43.81,28,33,258.5,145.8,True,3.24,96
1314,43.81,31,33,236.1,157.8,True,2.47,74
1315,43.84,22,33,255.4,154.8,True,3.27,98
1315,43.84,28,33,258.7,145.6,True,3.27,97
1315,43.84,31,33,236.0,157.7,True,2.5,75
1316,43.88,22,33,255.6,154.7,True,3.3,99
1316,43.88,28,33,258.9,145.3,True,3.3,98
1316,43.88,31,33,235.8,157.6,True,2.54,76
1317,43.91,22,33,255.7,154.7,True,3.34,100
1317,43.91,28,33,259.3,145.0,True,3.34,99
1317,43.91,31,33,235.9,157.5,True,2.57,77
1318,43.94,22,33,255.9,154.8,True,3.37,101
1318,43.94,28,33,259.6,144.8,True,3.37,100
1318,43.94,31,33,236.0,157.5,True,2.6,78
1319,43.98,22,33,256.1,154.7,True,3.4,102
1319,43.98,28,33,259.9,144.5,True,3.4,101
1319,43.98,31,33,236.1,157.5,True,2.64,79
1320,44.01,22,33,256.1,154.7,True,3.44,103
1320,44.01,28,33,260.2,144.3,True,3.44,102
1320,44.01,31,33,236.1,157.4,True,2.67,80
1321,44.04,22,33,256.0,154.6,True,3.47,104
1321,44.04,28,33,260.2,143.8,True,3.47,103
1321,44.04,31,33,236.5,157.5,True,2.7,81
1322,44.08,22,33,255.7,154.7,True,3.5,105
1322,44.08,28,33,260.0,143.6,True,3.5,104
1322,44.08,31,33,236.3,157.6,True,2.74,82
1323,44.11,22,33,255.7,154.9,True,3.54,106
1323,44.11,28,33,260.1,143.4,True,3.54,105
1323,44.11,31,33,236.2,157.7,True,2.77,83
1324,44.14,22,33,255.5,155.1,True,3.57,107
1324,44.14,28,33,260.1,143.3,True,3.57,106
1324,44.14,31,33,236.1,157.7,True,2.8,84
1325,44.18,22,33,255.4,155.2,True,3.6,108
1325,44.18,28,33,260.2,143.1,True,3.6,107
1325,44.18,31,33,236.0,157.7,True,2.84,85
1326,44.21,22,33,255.3,155.3,True,3.64,109
1326,44.21,28,33,260.2,143.0,True,3.64,108
1326,44.21,31,33,236.0,157.5,True,2.87,86
1327,44.24,22,33,255.4,155.6,True,3.67,110
1327,44.24,28,33,260.5,143.0,True,3.67,109
1327,44.24,31,33,236.0,157.9,True,2.9,87
1328,44.28,22,33,256.1,155.8,True,3.7,111
1328,44.28,28,33,261.4,143.0,True,3.7,110
1328,44.28,31,33,236.7,157.9,True,2.94,88
1329,44.31,22,28,259.8,157.8,True,0,0
1329,44.31,31,33,237.4,158.1,True,2.97,89
1330,44.34,22,28,259.6,156.7,True,0.03,1
1330,44.34,31,33,237.6,158.2,True,3.0,90
1331,44.38,22,28,259.6,155.7,True,0.07,2
1331,44.38,31,33,237.2,157.7,True,3.04,91
1332,44.41,22,28,259.8,156.5,True,0.1,3
1332,44.41,31,33,236.2,157.8,True,3.07,92
1333,44.44,22,28,259.9,156.7,True,0.13,4
1333,44.44,31,33,235.8,157.8,True,3.1,93
1334,44.48,22,28,259.9,156.7,True,0.17,5
1334,44.48,31,33,235.6,157.8,True,3.14,94
1335,44.51,22,28,259.9,156.7,True,0.2,6
1335,44.51,31,33,235.5,157.9,True,3.17,95
1336,44.54,22,28,260.0,156.6,True,0.23,7
1336,44.54,31,33,235.3,158.0,True,3.2,96
1337,44.58,22,28,260.1,156.5,True,0.27,8
1337,44.58,31,33,235.1,158.1,True,3.24,97
1338,44.61,22,28,260.1,156.4,True,0.3,9
1338,44.61,31,33,235.0,158.0,True,3.27,98
1339,44.64,22,28,260.1,156.5,True,0.33,10
1339,44.64,31,33,235.0,157.7,True,3.3,99
1340,44.68,22,28,260.1,156.5,True,0.37,11
1340,44.68,31,33,235.9,157.3,True,3.34,100
1341,44.71,22,28,260.0,156.3,True,0.4,12
1341,44.71,31,33,236.5,157.4,True,3.37,101
1342,44.74,22,28,260.0,156.4,True,0.43,13
1342,44.74,31,33,236.7,157.4,True,3.4,102
1343,44.78,22,28,259.9,156.3,True,0.47,14
1343,44.78,31,33,236.9,157.5,True,3.44,103
1344,44.81,22,28,259.9,156.3,True,0.5,15
1344,44.81,31,33,237.0,157.5,True,3.47,104
1345,44.84,22,28,259.8,156.2,True,0.53,16
1345,44.84,31,33,237.1,157.4,True,3.5,105
1346,44.88,22,28,259.6,156.1,True,0.57,17
1346,44.88,31,33,236.5,157.3,True,3.54,106
1347,44.91,22,28,259.5,156.1,True,0.6,18
1347,44.91,31,33,236.3,157.0,True,3.57,107
1348,44.94,22,28,259.3,156.0,True,0.63,19
1348,44.94,31,33,236.6,156.9,True,3.6,108
1349,44.98,22,28,259.2,155.8,True,0.67,20
1349,44.98,31,33,236.9,156.8,True,3.64,109
1350,45.01,22,28,259.0,155.7,True,0.7,21
1350,45.01,31,33,237.1,156.6,True,3.67,110
1351,45.05,22,28,258.8,155.7,True,0.73,22
1351,45.05,31,33,237.1,156.3,True,3.7,111
1352,45.08,22,28,258.7,155.6,True,0.77,23
1352,45.08,31,33,237.1,156.2,True,3.74,112
1353,45.11,22,28,258.5,155.6,True,0.8,24
1353,45.11,31,33,237.1,156.0,True,3.77,113
1354,45.15,22,28,258.3,155.5,True,0.83,25
1354,45.15,31,33,237.3,155.6,True,3.8,114
1355,45.18,22,28,258.2,155.5,True,0.87,26
1355,45.18,31,33,237.0,155.4,True,3.84,115
1356,45.21,22,28,258.0,155.4,True,0.9,27
1356,45.21,31,33,237.0,155.5,True,3.87,116
1357,45.25,22,28,257.9,155.4,True,0.93,28
1357,45.25,31,33,237.3,155.6,True,3.9,117
1358,45.28,22,33,252.7,154.7,True,4.7,112
1358,45.28,28,33,233.8,156.5,True,4.7,111
1358,45.28,31,33,237.5,155.6,True,3.94,118
1359,45.31,22,33,252.7,154.7,True,4.74,113
1359,45.31,28,33,233.6,156.2,True,4.74,112
1359,45.31,31,33,237.5,155.6,True,3.97,119
1360,45.35,22,33,252.8,154.3,True,4.77,114
1360,45.35,28,33,233.6,156.0,True,4.77,113
1360,45.35,31,33,237.6,155.4,True,4.0,120
1361,45.38,22,33,252.9,154.1,True,4.8,115
1361,45.38,28,33,233.3,155.4,True,4.8,114
1361,45.38,31,33,237.4,155.1,True,4.04,121
1362,45.41,22,33,253.0,154.1,True,4.84,116
1362,45.41,28,33,233.0,154.9,True,4.84,115
1362,45.41,31,33,237.3,155.2,True,4.07,122
1363,45.45,22,33,253.1,154.3,True,4.87,117
1363,45.45,28,33,232.7,154.7,True,4.87,116
1363,45.45,31,33,237.1,155.4,True,4.1,123
1364,45.48,22,33,253.2,154.5,True,4.9,118
1364,45.48,28,33,232.4,154.5,True,4.9,117
1364,45.48,31,33,236.4,155.6,True,4.14,124
1365,45.51,22,33,253.3,154.7,True,4.94,119
1365,45.51,28,33,233.7,156.7,True,4.94,118
1365,45.51,31,33,237.1,156.0,True,4.17,125
1366,45.55,22,33,253.4,155.1,True,4.97,120
1366,45.55,28,33,233.8,157.0,True,4.97,119
1366,45.55,31,33,237.1,156.1,True,4.2,126
1367,45.58,22,33,253.4,155.3,True,5.01,121
1367,45.58,28,33,235.9,156.6,True,5.01,120
1367,45.58,31,33,237.1,156.3,True,4.24,127
1368,45.61,22,33,253.5,155.5,True,5.04,122
1368,45.61,28,33,236.3,156.6,True,5.04,121
1368,45.61,31,33,237.1,156.4,True,4.27,128
1369,45.65,22,33,253.5,155.6,True,5.07,123
1369,45.65,28,33,235.9,156.7,True,5.07,122
1369,45.65,31,33,237.1,156.4,True,4.3,129
1370,45.68,22,33,253.7,155.8,True,5.11,124
1370,45.68,28,33,235.8,157.0,True,5.11,123
1370,45.68,31,33,237.2,156.6,True,4.34,130
1371,45.71,22,33,253.9,155.7,True,5.14,125
1371,45.71,28,33,237.5,157.3,True,5.14,124
1371,45.71,31,33,234.4,156.8,True,4.37,131
1372,45.75,22,33,254.2,155.8,True,5.17,126
1372,45.75,28,33,237.9,157.2,True,5.17,125
1372,45.75,31,33,234.2,156.7,True,4.4,132
1373,45.78,22,33,254.5,155.8,True,5.21,127
1373,45.78,28,33,238.1,157.0,True,5.21,126
1373,45.78,31,33,234.0,156.7,True,4.44,133
1374,45.81,22,33,254.7,155.4,True,5.24,128
1374,45.81,28,33,237.9,156.2,True,5.24,127
1374,45.81,31,33,233.6,156.3,True,4.47,134
1375,45.85,22,33,254.8,155.4,True,5.27,129
1375,45.85,28,33,237.9,156.0,True,5.27,128
1375,45.85,31,33,233.3,156.3,True,4.5,135
1376,45.88,22,33,255.1,155.1,True,5.31,130
1376,45.88,28,33,237.9,155.7,True,5.31,129
1376,45.88,31,33,233.0,156.1,True,4.54,136
1377,45.91,22,33,255.4,155.2,True,5.34,131
1377,45.91,28,33,237.9,155.8,True,5.34,130
1377,45.91,31,33,232.8,156.2,True,4.57,137
1378,45.95,22,33,256.9,155.9,True,5.37,132
1378,45.95,28,33,238.9,157.0,True,5.37,131
1378,45.95,31,33,233.7,157.0,True,4.6,138
1379,45.98,22,33,257.5,156.0,True,5.41,133
1379,45.98,28,33,239.4,157.4,True,5.41,132
1379,45.98,31,33,233.9,157.3,True,4.64,139
1380,46.01,22,33,257.7,155.9,True,5.44,134
1380,46.01,28,33,239.2,157.7,True,5.44,133
1380,46.01,31,33,233.5,157.4,True,4.67,140
1381,46.05,22,33,258.0,155.8,True,5.47,135
1381,46.05,28,33,239.1,157.6,True,5.47,134
1381,46.05,31,33,233.2,157.3,True,4.7,141
1382,46.08,22,33,257.6,154.8,True,5.51,136
1382,46.08,28,33,237.8,156.7,True,5.51,135
1382,46.08,31,33,232.2,156.3,True,4.74,142
1383,46.11,22,33,257.6,154.8,True,5.54,137
1383,46.11,28,33,237.2,156.4,True,5.54,136
1383,46.11,31,33,231.7,156.3,True,4.77,143
1384,46.15,22,33,257.7,155.1,True,5.57,138
1384,46.15,28,33,236.8,156.5,True,5.57,137
1384,46.15,31,33,231.3,156.5,True,4.8,144
1385,46.18,22,33,258.1,155.5,True,5.61,139
1385,46.18,28,33,236.5,156.8,True,5.61,138
1385,46.18,31,33,231.2,156.8,True,4.84,145
1386,46.21,22,33,259.2,156.5,True,5.64,140
1386,46.21,28,33,236.9,157.8,True,5.64,139
1386,46.21,31,33,231.6,157.8,True,4.87,146
1387,46.25,22,33,259.3,156.7,True,5.67,141
1387,46.25,28,33,236.3,158.1,True,5.67,140
1387,46.25,31,33,231.3,158.1,True,4.9,147
1388,46.28,22,33,259.3,156.6,True,5.71,142
1388,46.28,28,33,235.8,158.0,True,5.71,141
1388,46.28,31,33,230.8,158.1,True,4.94,148
1389,46.31,22,33,259.3,156.5,True,5.74,143
1389,46.31,28,33,236.0,157.9,True,5.74,142
1389,46.31,31,33,230.5,158.0,True,4.97,149
1390,46.35,22,33,259.8,156.6,True,5.77,144
1390,46.35,28,33,236.4,158.2,True,5.77,143
1390,46.35,31,33,230.5,158.2,True,5.01,150
1391,46.38,22,33,260.4,156.9,True,5.81,145
1391,46.38,28,33,237.2,158.7,True,5.81,144
1391,46.38,31,33,230.7,158.6,True,5.04,151
1392,46.41,22,33,260.1,157.1,True,5.84,146
1392,46.41,28,33,237.0,158.8,True,5.84,145
1392,46.41,31,33,230.0,158.7,True,5.07,152
1393,46.45,22,31,263.1,158.2,True,10.74,44
1393,46.45,28,33,236.8,159.0,True,5.87,146
1394,46.48,22,31,263.3,158.5,True,10.78,40
1394,46.48,28,33,237.0,159.3,True,5.91,147
1395,46.51,22,31,263.7,159.5,True,10.81,41
1395,46.51,28,33,238.8,159.9,True,5.94,148
1396,46.55,22,31,264.1,160.0,True,10.84,42
1396,46.55,28,33,239.8,160.6,True,5.97,149
1397,46.58,22,31,264.6,161.2,True,10.88,43
1397,46.58,28,33,237.0,160.2,True,6.01,150
1398,46.61,22,31,265.0,162.2,True,10.91,44
1398,46.61,28,33,235.8,160.1,True,6.04,151
1399,46.65,22,31,265.5,163.0,True,10.94,45
1399,46.65,28,33,235.5,160.2,True,6.07,152
1400,46.68,22,31,265.8,163.7,True,10.98,46
1400,46.68,28,33,235.7,160.4,True,6.11,153
1401,46.71,22,31,266.3,164.4,True,11.01,47
1401,46.71,28,33,235.7,160.3,True,6.14,154
1402,46.75,22,31,266.6,165.1,True,11.04,48
1402,46.75,28,33,235.7,160.2,True,6.17,155
1403,46.78,22,31,266.8,165.7,True,11.08,49
1403,46.78,28,33,235.8,160.1,True,6.21,156
1404,46.81,22,31,267.1,166.2,True,11.11,50
1404,46.81,28,33,236.1,160.3,True,6.24,157
1405,46.85,22,31,267.6,166.7,True,11.14,51
1405,46.85,28,33,235.7,160.3,True,6.27,158
1406,46.88,22,31,267.9,167.1,True,11.18,52
1406,46.88,28,33,236.2,160.9,True,6.31,159
1407,46.91,22,31,268.1,167.5,True,11.21,52
1407,46.91,28,33,236.2,161.0,True,6.34,160
1408,46.95,22,31,268.4,167.9,True,11.24,52
1408,46.95,28,33,236.0,161.0,True,6.37,161
1409,46.98,22,33,261.5,162.0,True,6.41,147
1409,46.98,28,33,236.2,161.0,True,6.41,162
1410,47.01,22,33,261.5,161.4,True,6.44,148
1410,47.01,28,33,236.2,160.4,True,6.44,163
1411,47.05,22,33,261.3,161.3,True,6.47,149
1411,47.05,28,33,236.4,160.4,True,6.47,164
1412,47.08,22,33,261.1,160.4,True,6.51,150
1412,47.08,28,33,236.7,159.6,True,6.51,165
1413,47.11,22,28,260.4,154.9,True,2.8,29
1414,47.15,22,28,260.7,155.9,True,2.84,30
1415,47.18,22,28,261.3,156.2,True,2.87,31
1416,47.21,22,28,261.8,156.8,True,2.9,32
1416,47.21,33,28,237.4,158.0,True,0,0
1417,47.25,22,28,262.0,156.7,True,2.94,33
1417,47.25,33,28,237.3,157.3,True,0.03,1
1418,47.28,22,28,261.8,156.6,True,2.97,34
1418,47.28,33,28,237.1,156.6,True,0.07,2
1419,47.31,22,28,262.1,156.7,True,3.0,35
1419,47.31,33,28,237.0,155.9,True,0.1,3
1420,47.35,22,28,262.8,156.6,True,3.04,36
1420,47.35,33,28,236.9,155.0,True,0.13,4
1421,47.38,22,28,263.5,157.3,True,3.07,37
1421,47.38,33,28,236.8,154.8,True,0.17,5
1422,47.41,22,28,264.0,158.3,True,3.1,38
1422,47.41,33,28,236.7,154.9,True,0.2,6
1423,47.45,22,28,263.6,158.3,True,3.14,39
1423,47.45,33,28,236.6,154.1,True,0.23,7
1424,47.48,22,28,263.3,158.0,True,3.17,40
1424,47.48,33,28,236.4,153.3,True,0.27,8
1425,47.51,22,28,263.7,157.7,True,3.2,41
1425,47.51,33,28,236.2,152.3,True,0.3,9
1426,47.55,22,28,264.1,157.7,True,3.24,42
1426,47.55,33,28,236.3,151.6,True,0.33,10
1427,47.58,22,28,264.6,158.1,True,3.27,43
1427,47.58,33,28,236.5,151.4,True,0.37,11
1428,47.61,22,28,264.7,158.8,True,3.3,44
1428,47.61,31,37,323.8,161.7,True,0,0
1428,47.61,33,28,237.5,157.4,True,0.4,12
1429,47.65,22,28,265.5,159.4,True,3.34,45
1429,47.65,31,37,324.6,161.4,True,0.03,1
1429,47.65,33,28,237.7,157.5,True,0.43,13
1430,47.68,22,28,266.4,159.3,True,3.37,46
1430,47.68,31,37,325.5,161.0,True,0.07,2
1430,47.68,33,28,237.6,157.2,True,0.47,14
1431,47.71,22,28,266.7,159.4,True,3.4,47
1431,47.71,31,37,326.3,160.7,True,0.1,3
1431,47.71,33,28,237.6,156.8,True,0.5,15
1432,47.75,22,28,267.6,159.9,True,3.44,48
1432,47.75,31,37,327.1,160.4,True,0.13,4
1432,47.75,33,28,237.5,157.1,True,0.53,16
1433,47.78,22,28,267.5,160.2,True,3.47,49
1433,47.78,31,37,327.9,160.0,True,0.17,5
1433,47.78,33,28,237.4,157.1,True,0.57,17
1434,47.81,22,28,267.9,159.9,True,3.5,50
1434,47.81,31,37,328.8,159.7,True,0.2,6
1434,47.81,33,28,237.8,157.1,True,0.6,18
1435,47.85,22,28,267.9,159.5,True,3.54,51
1435,47.85,31,37,329.6,159.3,True,0.23,7
1435,47.85,33,28,237.9,156.5,True,0.63,19
1436,47.88,22,28,268.9,159.2,True,3.57,52
1436,47.88,31,37,330.3,159.2,True,0.27,8
1436,47.88,33,28,238.9,156.0,True,0.67,20
1437,47.91,22,28,269.5,159.2,True,3.6,53
1437,47.91,31,37,331.5,158.7,True,0.3,9
1437,47.91,33,28,239.0,156.3,True,0.7,21
1438,47.95,22,31,317.8,168.7,True,12.25,52
1438,47.95,33,28,239.2,156.2,True,0.73,22
1439,47.98,22,31,319.1,170.3,True,12.28,29
1439,47.98,33,28,239.3,156.1,True,0.77,23
1440,48.01,22,31,319.2,170.7,True,12.31,30
1440,48.01,28,1,306.2,164.9,True,12.78,13
1440,48.01,33,1,301.1,159.5,True,0,0
1441,48.05,22,31,319.2,170.7,True,12.35,31
1441,48.05,28,1,304.1,162.2,True,12.81,1
1441,48.05,33,1,301.0,159.4,True,0.03,1
1442,48.08,22,33,269.5,162.0,True,7.51,151
1442,48.08,28,33,241.7,159.1,True,7.51,166
1443,48.11,22,33,269.8,162.7,True,7.54,152
1443,48.11,28,33,242.2,159.7,True,7.54,167
1444,48.15,22,33,270.1,163.5,True,7.57,153
1444,48.15,28,33,242.4,160.4,True,7.57,168
1445,48.18,22,33,270.2,165.0,True,7.61,154
1445,48.18,28,33,242.8,161.0,True,7.61,169
1446,48.21,22,31,321.6,173.2,True,12.51,32
1446,48.21,28,33,243.7,161.6,True,7.64,170
1447,48.25,22,31,323.3,173.9,True,12.55,32
1447,48.25,28,33,243.9,162.5,True,7.67,171
1448,48.28,22,37,326.2,166.4,True,0,0
1448,48.28,28,33,244.2,163.4,True,7.71,172
1449,48.31,22,37,326.3,166.3,True,0.03,1
1449,48.31,28,33,244.3,164.4,True,7.74,173
1450,48.35,22,33,272.9,169.8,True,7.77,155
1450,48.35,28,33,244.4,166.4,True,7.77,174
1451,48.38,22,33,272.1,170.4,True,7.81,156
1451,48.38,28,33,244.7,167.8,True,7.81,175
1452,48.42,22,33,268.3,167.5,True,7.84,157
1452,48.42,28,33,241.2,164.0,True,7.84,176
1453,48.45,22,33,267.9,168.1,True,7.87,158
1453,48.45,28,33,241.4,164.5,True,7.87,177
1454,48.48,22,33,268.0,168.6,True,7.91,159
1454,48.48,28,33,241.8,164.7,True,7.91,178
1455,48.52,22,33,267.5,169.2,True,7.94,160
1455,48.52,28,33,241.3,165.2,True,7.94,179
1456,48.55,22,33,267.1,169.1,True,7.97,161
1456,48.55,28,33,241.1,165.3,True,7.97,180
1457,48.58,22,33,266.9,170.7,True,8.01,162
1457,48.58,28,43,236.5,169.2,True,0,0
1458,48.62,22,33,266.7,170.4,True,8.04,163
1458,48.62,28,43,236.3,170.4,True,0.03,1
1459,48.65,22,33,266.6,170.1,True,8.07,164
1459,48.65,28,43,236.0,170.3,True,0.07,2
1460,48.68,22,33,266.6,169.8,True,8.11,165
1460,48.68,28,43,235.7,170.1,True,0.1,3
1461,48.72,22,31,298.2,173.2,True,13.01,33
1461,48.72,28,43,235.6,168.8,True,0.13,4
1462,48.75,22,31,298.1,172.8,True,13.05,27
1462,48.75,28,43,235.5,167.4,True,0.17,5
1463,48.78,22,31,297.2,172.7,True,13.08,27
1463,48.78,28,43,235.4,168.3,True,0.2,6
1464,48.82,22,31,296.4,172.6,True,13.11,27
1464,48.82,28,43,235.3,169.5,True,0.23,7
1465,48.85,22,31,295.6,173.3,True,13.15,27
1465,48.85,28,43,235.3,169.3,True,0.27,8
1466,48.88,22,31,295.0,173.2,True,13.18,27
1466,48.88,28,43,235.3,168.9,True,0.3,9
1467,48.92,22,31,294.6,173.7,True,13.21,28
1467,48.92,28,43,235.4,168.2,True,0.33,10
1468,48.95,22,31,294.1,174.0,True,13.25,29
1468,48.95,28,43,235.3,168.8,True,0.37,11
1469,48.98,22,31,293.5,174.1,True,13.28,30
1469,48.98,28,43,235.2,170.1,True,0.4,12
1470,49.02,22,31,293.1,174.0,True,13.31,31
1470,49.02,28,33,237.7,170.6,True,8.44,181
1471,49.05,22,31,292.9,174.0,True,13.35,32
1471,49.05,28,43,235.3,170.8,True,0.47,13
1472,49.08,22,31,293.2,174.7,True,13.38,33
1472,49.08,28,43,235.3,169.7,True,0.5,14
1473,49.12,22,31,292.7,174.9,True,13.41,34
1473,49.12,28,43,235.3,170.1,True,0.53,15
1474,49.15,22,31,292.4,175.3,True,13.45,35
1474,49.15,28,43,235.4,170.2,True,0.57,16
1475,49.18,22,31,292.1,175.2,True,13.48,36
1475,49.18,28,43,235.3,170.2,True,0.6,17
1476,49.22,22,31,292.0,174.9,True,13.51,37
1476,49.22,28,43,235.3,170.3,True,0.63,18
1477,49.25,22,31,291.8,174.6,True,13.55,38
1477,49.25,28,43,235.2,170.5,True,0.67,19
1478,49.28,22,31,291.6,174.6,True,13.58,39
1478,49.28,28,43,235.2,170.9,True,0.7,20
1479,49.32,22,31,291.0,174.5,True,13.61,40
1479,49.32,28,43,236.5,170.5,True,0.73,21
1480,49.35,22,31,290.9,174.3,True,13.65,41
1480,49.35,28,43,235.8,168.9,True,0.77,22
1481,49.38,22,31,290.5,174.3,True,13.68,42
1481,49.38,28,43,235.3,170.1,True,0.8,23
1482,49.42,22,37,326.9,167.1,True,1.13,2
1482,49.42,28,33,240.2,168.5,True,8.84,182
1483,49.45,22,37,328.4,167.5,True,1.17,3
1483,49.45,28,33,240.1,168.8,True,8.88,183
1484,49.48,22,37,329.1,167.9,True,1.2,4
1484,49.48,28,33,240.1,168.9,True,8.91,184
1485,49.52,22,37,329.8,167.8,True,1.23,5
1485,49.52,28,33,240.1,168.9,True,8.94,185
1486,49.55,22,37,330.5,167.3,True,1.27,6
1486,49.55,28,33,240.1,169.1,True,8.98,186
1487,49.58,22,37,331.2,168.2,True,1.3,7
1487,49.58,28,33,240.1,169.3,True,9.01,187
1488,49.62,22,37,331.5,168.5,True,1.33,8
1488,49.62,28,33,240.0,169.5,True,9.04,188
1489,49.65,22,37,331.9,168.9,True,1.37,9
1489,49.65,28,33,240.0,169.5,True,9.08,189
1490,49.68,22,37,332.3,168.7,True,1.4,10
1490,49.68,28,33,240.1,169.4,True,9.11,190
1491,49.72,22,37,332.9,168.7,True,1.43,11
1491,49.72,28,33,240.1,169.5,True,9.14,191
1492,49.75,22,37,333.5,168.5,True,1.47,12
1492,49.75,28,33,240.1,169.4,True,9.18,192
1493,49.78,22,37,333.9,168.5,True,1.5,13
1493,49.78,28,33,240.1,169.2,True,9.21,193
1494,49.82,22,37,334.6,168.5,True,1.53,14
1494,49.82,28,33,239.8,169.1,True,9.24,194
1495,49.85,22,37,334.8,169.6,True,1.57,15
1495,49.85,28,43,234.1,172.9,True,1.27,24
1496,49.88,22,37,337.4,171.5,True,1.6,16
1496,49.88,28,43,233.9,172.9,True,1.3,25
1497,49.92,22,37,338.5,172.2,True,1.63,17
1497,49.92,28,43,233.7,173.0,True,1.33,26
1498,49.95,22,37,339.3,172.6,True,1.67,18
1498,49.95,28,43,233.7,172.8,True,1.37,27
1499,49.98,22,37,339.8,172.8,True,1.7,19
1499,49.98,28,43,233.6,172.8,True,1.4,28
1500,50.02,22,37,340.0,172.9,True,1.74,20
1500,50.02,28,43,233.6,172.7,True,1.43,29
1501,50.05,22,37,339.9,172.9,True,1.77,21
1501,50.05,28,43,233.6,172.7,True,1.47,30
1502,50.08,22,37,340.0,173.1,True,1.8,22
1502,50.08,28,43,233.4,172.7,True,1.5,31
1503,50.12,22,37,340.4,173.2,True,1.84,23
1503,50.12,28,43,233.3,172.7,True,1.53,32
1504,50.15,22,37,340.4,173.4,True,1.87,24
1504,50.15,28,43,233.2,172.9,True,1.57,33
1505,50.18,22,37,340.7,173.5,True,1.9,25
1505,50.18,28,43,233.1,173.0,True,1.6,34
1506,50.22,1,37,372.2,169.7,True,0,0
1506,50.22,22,37,341.2,173.0,True,1.94,26
1506,50.22,28,43,233.0,173.1,True,1.63,35
1507,50.25,1,37,373.1,169.4,True,0.03,1
1507,50.25,22,37,341.7,172.9,True,1.97,27
1507,50.25,28,43,232.9,173.0,True,1.67,36
1508,50.28,1,37,372.6,169.5,True,0.07,2
1508,50.28,22,37,342.7,172.1,True,2.0,28
1508,50.28,28,43,232.9,172.9,True,1.7,37
1509,50.32,1,37,372.8,169.4,True,0.1,3
1509,50.32,22,37,344.4,172.1,True,2.04,29
1509,50.32,28,43,232.8,172.8,True,1.74,38
1510,50.35,1,37,373.0,169.4,True,0.13,4
1510,50.35,22,37,347.8,171.7,True,2.07,30
1510,50.35,28,43,232.8,172.6,True,1.77,39
1511,50.38,1,37,373.4,169.3,True,0.17,5
1511,50.38,22,37,350.4,172.4,True,2.1,31
1511,50.38,28,43,232.7,172.4,True,1.8,40
1512,50.42,1,37,373.8,169.2,True,0.2,6
1512,50.42,22,37,351.2,172.6,True,2.14,32
1512,50.42,28,43,232.6,172.2,True,1.84,41
1513,50.45,1,37,374.2,169.0,True,0.23,7
1513,50.45,22,37,349.7,172.7,True,2.17,33
1513,50.45,28,43,232.5,172.1,True,1.87,42
1513,50.45,31,37,348.7,160.1,True,2.84,10
1514,50.48,1,37,374.6,168.9,True,0.27,8
1514,50.48,22,37,351.3,173.3,True,2.2,34
1514,50.48,28,43,232.4,171.9,True,1.9,43
1514,50.48,31,37,349.8,160.0,True,2.87,11
1515,50.52,1,37,375.0,168.8,True,0.3,9
1515,50.52,22,37,352.2,173.2,True,2.24,35
1515,50.52,28,43,232.3,171.8,True,1.94,44
1515,50.52,31,37,351.8,160.4,True,2.9,12
1516,50.55,22,33,295.2,167.2,True,9.98,166
1516,50.55,31,33,297.6,154.3,True,9.21,153
1517,50.58,33,28,238.0,165.9,True,3.37,24
1518,50.62,33,28,238.2,166.2,True,3.4,25
1519,50.65,33,28,238.1,166.2,True,3.44,26
1520,50.68,33,43,235.9,166.8,True,0,0
1521,50.72,33,43,236.0,166.7,True,0.03,1
1521,50.72,45,43,236.1,174.8,True,0,0
1522,50.75,33,43,236.0,166.5,True,0.07,2
1522,50.75,45,43,236.2,174.9,True,0.03,1
1523,50.78,33,43,236.1,166.5,True,0.1,3
1523,50.78,45,43,236.3,174.8,True,0.07,2
1524,50.82,33,43,236.1,166.5,True,0.13,4
1524,50.82,45,43,236.3,175.0,True,0.1,3
1525,50.85,33,37,236.6,166.5,True,0,0
1525,50.85,45,43,236.2,175.1,True,0.13,4
